Name,Colors,Year,Genre,Style,Link
Still Life with Basket and Six Oranges,"('#D6D97E', '#F2D194', '#D98841', '#D94929', '#D92B2B')",1888,still life,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/still-life-with-basket-and-six-oranges-1888.jpg!Large.jpg
"Still Life with Blue Enamel Coffeepot, Earthenware and Fruit","('#F2E96D', '#D9D26C', '#D9BE6C', '#F27244', '#8C3A27')",1888,still life,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/still-life-with-blue-enamel-coffeepot-earthenware-and-fruit-1888.jpg!Large.jpg
Still Life with Coffee Pot,"('#594828', '#F2DDB6', '#D9C7A7', '#8C765A', '#26190E')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/still-life-with-coffee-pot-1888.jpg!Large.jpg
Still Life with Coffee Pot,"('#232625', '#403C28', '#8C8672', '#F2E1C2', '#D9CAAD')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/still-life-with-coffee-pot-2-1888.jpg!Large.jpg
Still Life with Pears,"('#86A68B', '#F2AB27', '#D9831A', '#593312', '#A64914')",1888,still life,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/still-life-with-pears.jpg!Large.jpg
Street in Saintes-Maries,"('#D9D0A7', '#F2ECCE', '#403115', '#73603D', '#BFA575')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/street-in-saintes-maries-1888.jpg!Large.jpg
Street in Saintes-Maries,"('#212621', '#565956', '#888C89', '#BDBFBE', '#F2F2F2')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/street-in-saintes-maries-1888-1.jpg!Large.jpg
Street in Saintes-Maries,"('#70731F', '#D9BD30', '#F2DAAC', '#BF681B', '#BF391B')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/street-in-saintes-maries-1888-2.jpg!Large.jpg
"Summer Evening, Wheatfield with Setting sun","('#C1D9A9', '#F2D649', '#D9B13B', '#BF7821', '#A63D17')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/summer-evening-wheatfield-with-setting-sun-1888.jpg!Large.jpg
Sunflowers,"('#568C82', '#2A5948', '#A64F1C', '#A63C24', '#400D0D')",1888,flower painting,Post-Impressionism,https://uploads6.wikiart.org/00161/images/vincent-van-gogh/vincent-van-gogh-three-sunflowers-in-a-vase.Jpg!Large.Jpg
Sunny Lawn in a Public Park,"('#8DF2CD', '#6DA644', '#C9D952', '#BF923F', '#BF7839')",1888,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/sunny-lawn-in-a-public-park-1888.jpg!Large.jpg
The Artist's House in Arles,"('#242526', '#3E3F40', '#A4A5A6', '#727273', '#F2F2F2')",1888,cityscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-artist-s-house-in-arles-1888.jpg!Large.jpg
The Baby Marcelle Roulin,"('#1C418C', '#6DA67B', '#D2D9B8', '#A6370F', '#BF2424')",1888,portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-baby-marcelle-roulin-1888.jpg!Large.jpg
The Baby Marcelle Roulin,"('#A2BF39', '#B2BF4E', '#D9C979', '#D99036', '#A65B1B')",1888,portrait,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-baby-marcelle-roulin-1888-1.jpg!Large.jpg
The ballroom at Arles,"('#243E73', '#F2E852', '#F2C438', '#BF843B', '#A64B29')",1888,genre painting,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/the-ballroom-at-arles-1888.jpg!Large.jpg
The Bridge at Trinquetaille,"('#A7A9D9', '#F0F2A7', '#F0F2BD', '#BF9A54', '#A6695B')",1888,cityscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-bridge-at-trinquetaille-1888.jpg!Large.jpg
"The Cafe Terrace on the Place du Forum, Arles, at Night","('#D9D9D9', '#BFBFBF', '#8C8C8C', '#404040', '#0D0D0D')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-cafe-terrace-on-the-place-du-forum-arles-at-night-1888.jpg!Large.jpg
The Corner of the Park,"('#F2DAC4', '#261911', '#594539', '#8C6F5E', '#D9BBA9')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-corner-of-the-park-1888.jpg!Large.jpg
The Garden with Flowers,"('#591C32', '#252625', '#585959', '#A6A6A6', '#F2F2F2')",1888,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-garden-with-flowers-1888.jpg!Large.jpg
The Gleize Bridge over the Vigneyret Canal,"('#716FA6', '#CEDEF2', '#F2B263', '#D97E4A', '#A65638')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-gleize-bridge-over-the-vigneyret-canal-1888.jpg!Large.jpg
The Green Vinyard,"('#4384D9', '#79BAF2', '#A0D3F2', '#688C45', '#BFAD54')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/the-green-vinyard-1888.jpg!Large.jpg
The Langlois Bridge,"('#91B0D9', '#C2D7F2', '#D99518', '#D98218', '#A64F03')",1888,landscape,Japonism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-langlois-bridge-1888.jpg!Large.jpg
The Langlois Bridge at Arles,"('#F2F2F2', '#8C8C8C', '#595959', '#262626', '#0D0D0D')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-langlois-bridge-at-arles-1888.jpg!Large.jpg
The Langlois Bridge at Arles,"('#7AACBF', '#D9BD32', '#BF9A2A', '#A68053', '#A6351C')",1888,landscape,Japonism,https://uploads5.wikiart.org/images/vincent-van-gogh/the-langlois-bridge-at-arles-1888-1.jpg!Large.jpg
The Langlois Bridge at Arles,"('#999FBF', '#5368A6', '#D9AA55', '#D96F32', '#D95E32')",1888,landscape,Japonism,https://uploads5.wikiart.org/images/vincent-van-gogh/the-langlois-bridge-at-arles-1888-2.jpg!Large.jpg
The Langlois Bridge at Arles with Road Alongside the Canal,"('#CEF2D0', '#F2D479', '#F2C879', '#D97A43', '#BF522A')",1888,landscape,Japonism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-langlois-bridge-at-arles-with-road-alongside-the-canal-1888.jpg!Large.jpg
The Langlois Bridge at Arles with Women Washing,"('#304F8C', '#A0B3D9', '#F2D335', '#F2DE79', '#D91E0D')",1888,landscape,Japonism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-langlois-bridge-at-arles-with-women-washing-1888(1).jpg!Large.jpg
The Langlois Bridge at Arles with Women Washing,"('#5CC8F2', '#6DDAF2', '#F2C53D', '#BF7821', '#A64B17')",1888,landscape,Japonism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-langlois-bridge-at-arles-with-women-washing-1888-1.jpg!Large.jpg
The Lovers The Poet s Garden IV,"('#D7D9D7', '#BBBFBA', '#3B4037', '#54594F', '#6E736A')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-lovers-the-poet-s-garden-iv-1888.jpg!Large.jpg
The Mill of Alphonse Daudet at Fontevieille,"('#759CBF', '#73A641', '#1A2601', '#F2D479', '#D9AE5F')",1888,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-mill-of-alphonse-daudet-at-fontevieille-1888.jpg!Large.jpg
The Night Cafe,"('#56A653', '#BED95B', '#D9B13B', '#A67437', '#BF4136')",1888,interior,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-night-cafe-1888.jpg!Large.jpg
The Novel Reader,"('#2E5931', '#7FA644', '#F2D230', '#D99E32', '#D94423')",1888,genre painting,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-novel-reader-1888-1.jpg!Large.jpg
The old mill,"('#EBF2E4', '#D9C043', '#D9AC59', '#A66329', '#D95204')",1888,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/the-old-mill-1888.jpg!Large.jpg
"The Old Peasant Patience Escalier with Walking Stick, Half-Figure","('#D9CC8F', '#F2EFDC', '#594A1D', '#8C7A42', '#BFAE78')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-old-peasant-patience-escalier-with-walking-stick-half-figure-1888.jpg!Large.jpg
The Olive Trees,"('#594919', '#A6986D', '#D9CEAD', '#F2ECD8', '#736345')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-olive-trees-1888.jpg!Large.jpg
The Park at Arles with the Entrance Seen through the Trees,"('#2C3A40', '#4D5958', '#808C8B', '#B4BFBE', '#F2F1DF')",1888,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-park-at-arles-with-the-entrance-seen-through-the-trees-1888.jpg!Large.jpg
The Ploughed Field,"('#6AA5D9', '#699EBF', '#73672C', '#D9C45B', '#BFA249')",1888,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-ploughed-field-1888.jpg!Large.jpg
The Railway Bridge over Avenue Montmajour,"('#418FBF', '#F2EFC2', '#595336', '#F2E5A0', '#BF9D5E')",1888,cityscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-railway-bridge-over-avenue-montmajour-1888.jpg!Large.jpg
The Rhone with Boats and a Bridge,"('#594C25', '#8C7A42', '#403925', '#D9C58B', '#D9C99A')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-rhone-with-boats-and-a-bridge-1888.jpg!Large.jpg
The Road to Tarascon,"('#D9D7BA', '#262314', '#BFB580', '#595542', '#A6A28F')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/the-road-to-tarascon-1888.jpg!Large.jpg
The Road to Tarascon,"('#D9AF8B', '#734B34', '#D9A78B', '#F2D4C2', '#402319')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-road-to-tarascon-1888-1.jpg!Large.jpg
The Rocks with Oak tree,"('#4F5902', '#EEF2D0', '#F2E529', '#593202', '#591202')",1888,landscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-rocks-with-oak-tree-1888.jpg!Large.jpg
The Roubine du Roi Canal with Washerwomen,"('#456B8C', '#6AA66E', '#2F4017', '#F2E750', '#BF4E24')",1888,landscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-roubine-du-roi-canal-with-washerwomen-1888.jpg!Large.jpg
The Schoolboy (Camille Roulin),"('#418FBF', '#4A8C67', '#BF5D24', '#8C2C16', '#BF2E21')",1888,portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-schoolboy-camille-roulin-1888.jpg!Large.jpg
The Smoker (Peasant),"('#253759', '#587E8C', '#593A14', '#BF863F', '#BF522A')",1888,portrait,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-smoker-peasant-1888.jpg!Large.jpg
The Sower (Sower with Setting Sun),"('#536FA6', '#F2E529', '#F2D230', '#D9AB23', '#BF771F')",1888,genre painting,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-sower-sower-with-setting-sun-1888.jpg!Large.jpg
The Sower Outskirts of Arles in the Background,"('#1D2C40', '#587AA6', '#F2E641', '#F2D852', '#BF8339')",1888,genre painting,Cloisonnism,https://uploads3.wikiart.org/images/vincent-van-gogh/the-sower-outskirts-of-arles-in-the-background-1888.jpg!Large.jpg
The Starry Night,"('#D9D9D9', '#A6A6A6', '#8C8C8C', '#595959', '#404040')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-starry-night-1888.jpg!Large.jpg
The Starry Night,"('#F2D6B3', '#8C6F56', '#D9BBA9', '#401916', '#260101')",1888,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/the-starry-night-1888-1.jpg!Large.jpg
Starry Night Over the Rhone,"('#073359', '#27668C', '#5A98BF', '#60734D', '#A3A658')",1888,landscape,Post-Impressionism,https://uploads0.wikiart.org/00175/images/vincent-van-gogh/starry-night-over-the-rhone.jpg!Large.jpg
The Tarascon Diligence,"('#5581D9', '#A4A680', '#D9B23D', '#A67F38', '#A6381F')",1888,cityscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-tarascon-diligence-1888.jpg!Large.jpg
The Tarascon Stagecoach,"('#F2CEAE', '#593825', '#8C6954', '#D9B5A0', '#40231D')",1888,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/the-tarascon-stagecoach-1888.jpg!Large.jpg
The Trinquetaille Bridge,"('#376B8C', '#91BDD9', '#CEECF2', '#658C76', '#B1BF93')",1888,cityscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/the-trinquetaille-bridge-1888.jpg!Large.jpg
The Viaduct and the Trinquetaille Bridge,"('#D9BDAD', '#A68A80', '#73544D', '#D9BBB4', '#402523')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-viaduct-and-the-trinquetaille-bridge-1888.jpg!Large.jpg
The Yellow House,"('#2B4C8C', '#244673', '#D9C355', '#BFA450', '#D97C2B')",1888,cityscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/the-yellow-house-1888.jpg!Large.jpg
The Zouave Half Length,"('#80BF6F', '#9CBF78', '#B9BF88', '#D99255', '#D98555')",1888,portrait,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/the-zouave-half-length-1888.jpg!Large.jpg
Thistles,"('#27592F', '#F2D5A0', '#BF815E', '#D95D41', '#400601')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/thistles-1888.jpg!Large.jpg
Thistles Along the Roadside,"('#262310', '#BFBA9F', '#F2EDD5', '#59523B', '#8C8369')",1888,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/thistles-along-the-roadside-1888.jpg!Large.jpg
Three Cottages in Saintes-Maries,"('#403F3D', '#737272', '#F2EADF', '#D9D0C7', '#0D0000')",1888,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/three-cottages-in-saintes-maries-1888.jpg!Large.jpg
Three White Cottages in Saintes-Maries,"('#35528C', '#324873', '#2C5916', '#A6540D', '#A64208')",1888,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/three-white-cottages-in-saintes-maries-1888.jpg!Large.jpg
Tiled Roof with Chimneys and Church Tower,"('#A69665', '#F2DC9B', '#F2E3B6', '#735E38', '#D9C6A3')",1888,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/tiled-roof-with-chimneys-and-church-tower-1888.jpg!Large.jpg
Trunk of an Old Yew Tree,"('#F2E852', '#A69F41', '#D9D5A0', '#F2D857', '#F28749')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/trunk-of-an-old-yew-tree-1888.jpg!Large.jpg
Two Thistles,"('#A69232', '#F2E3B3', '#D9933D', '#A66832', '#BF4F26')",1888,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/two-thistles-1888.jpg!Large.jpg
"View of a River, Quay, and Bridge","('#F2E0C9', '#D9C8B4', '#403022', '#736151', '#A69485')",1888,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/view-of-a-river-quay-and-bridge-1888.jpg!Large.jpg
View of Arles from a Hill,"('#262617', '#595139', '#8C7C5E', '#BFAF8F', '#F2E6D0')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/view-of-arles-from-a-hill-1888.jpg!Large.jpg
View of Arles with Irises in the Foreground,"('#668C2B', '#A9BF88', '#F2A81D', '#BF6B04', '#8C4303')",1888,landscape,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/view-of-arles-with-irises-in-the-foreground-1888.jpg!Large.jpg
View of Arles with Trees in Blossom,"('#69A658', '#40592E', '#B2BF84', '#A67153', '#BF4539')",1888,landscape,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/view-of-arles-with-trees-in-blossom-1888.jpg!Large.jpg
View of Saintes-Maries,"('#8FA690', '#F2CD5E', '#BF843B', '#593E1D', '#D95E32')",1888,cityscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/view-of-saintes-maries-1888.jpg!Large.jpg
View of Saintes-Maries with Cemetery,"('#F2D3AC', '#59381B', '#A67C58', '#F2B694', '#260B01')",1888,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/view-of-saintes-maries-with-cemetery-1888.jpg!Large.jpg
View of Saintes-Maries with Church and Ramparts,"('#A1A4A6', '#222626', '#565959', '#F2F2F2', '#D9D9D9')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/view-of-saintes-maries-with-church-and-ramparts-1888.jpg!Large.jpg
Vincent's Bedroom,"('#595138', '#261F11', '#A6977B', '#D9C8A9', '#F2E1C2')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/vincent-s-bedroom-1888.jpg!Large.jpg
Vincent's Bedroom in Arles,"('#A2A633', '#D98723', '#D97925', '#A66844', '#A61F12')",1888,interior,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/vincent-s-bedroom-in-arles-1888.jpg!Large.jpg
Vincent's Bedroom in Arles,"('#BFA965', '#735C32', '#D9BB84', '#BFAC88', '#402B12')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/vincent-s-bedroom-in-arles-1888-1.jpg!Large.jpg
Vincent's House,"('#262514', '#595845', '#F2EDD0', '#8C8979', '#F2E9D8')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/vincent-s-house-1888.jpg!Large.jpg
Vincent's House in Arles (The Yellow House),"('#54728C', '#4CA649', '#F2DB94', '#F2C185', '#F24141')",1888,cityscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/vincent-s-house-in-arles-the-yellow-house-1888.jpg!Large.jpg
Wheat Field,"('#D9C791', '#D9C39A', '#593E1C', '#8C6F4A', '#BFA380')",1888,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/wheat-field-1888.jpg!Large.jpg
Wheat Field,"('#6A68A6', '#D9B855', '#BF9649', '#BF7B3F', '#BF5934')",1888,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/wheat-field-1888-1.jpg!Large.jpg
Wheat Field with Setting Sun,"('#F2E9BD', '#F2ECCE', '#595140', '#A68C6D', '#F2E2CE')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/wheat-field-with-setting-sun-1888.jpg!Large.jpg
Wheat Field with Sheaves,"('#D9CBA0', '#594A2E', '#D9CAAD', '#8C7251', '#BFA688')",1888,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/wheat-field-with-sheaves-1888.jpg!Large.jpg
Wheat Field with Sheaves,"('#D9D0A3', '#D9C8A9', '#59462E', '#A69580', '#26170A')",1888,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/wheat-field-with-sheaves-1888-1.jpg!Large.jpg
Wheat Field with Sheaves and Arles in the Background,"('#8C7C5D', '#F2E2C4', '#F2EBDC', '#A6998A', '#594A3E')",1888,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/wheat-field-with-sheaves-and-arles-in-the-background-1888.jpg!Large.jpg
Wheat Field with Sheaves and Arles in the Background,"('#BFBFBF', '#F2F2F2', '#737373', '#262626', '#0D0D0D')",1888,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/wheat-field-with-sheaves-and-arles-in-the-background-1888-1.jpg!Large.jpg
Wheat Field with the Alpilles Foothills in the Background,"('#65A66F', '#478C27', '#F2D22E', '#D9AC25', '#734B02')",1888,landscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/wheat-field-with-the-alpilles-foothills-in-the-background-1888.jpg!Large.jpg
Wheat Fields with Stacks,"('#6C9BD9', '#9AB5D9', '#3F76A6', '#274016', '#8C752E')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/wheat-fields-with-stacks-1888.jpg!Large.jpg
Wheat Stacks with Reaper,"('#728C76', '#F2B950', '#D99036', '#BF702A', '#591902')",1888,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/wheat-stacks-with-reaper-1888.jpg!Large.jpg
Wheatfield with Sheaves,"('#7EC8D9', '#D99A25', '#BF771F', '#8C4303', '#592202')",1888,landscape,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/wheatfield-with-sheaves-1888.jpg!Large.jpg
Woman Reading a Novel,"('#403B2C', '#736751', '#F2E1C2', '#BFAE99', '#F2E2CE')",1888,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/woman-reading-a-novel-1888.jpg!Large.jpg
Young Man with a Hat,"('#347EBF', '#307335', '#D9AD2B', '#D99A25', '#BF712C')",1888,portrait,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/young-man-with-a-hat-1888.jpg!Large.jpg
Zouave,"('#355B8C', '#3F8C44', '#325935', '#D9753B', '#BF382C')",1888,portrait,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/zouave-1888(1).jpg!Large.jpg
Zouave,"('#F2E9BB', '#D9BB96', '#A65644', '#D95448', '#F24949')",1888,portrait,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/zouave-1888-1(1).jpg!Large.jpg
"Zouave Sitting, Whole Figure","('#F2EAD0', '#F2EBDC', '#A6998A', '#403429', '#736355')",1888,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/zouave-sitting-whole-figure-1888.jpg!Large.jpg
"Zouave, Half-Figure","('#BFA980', '#D9C7A7', '#D9CDB8', '#8C7251', '#594C3B')",1888,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/zouave-half-figure-1888.jpg!Large.jpg
Trees in the garden of the Hospital Saint-Paul,"('#789EBF', '#6DA653', '#F2D43D', '#D9B752', '#A65E44')",1888,landscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/trees-in-the-garden-of-the-hospital-saint-paul-1888.jpg
Sunset at Montmajour,"('#324373', '#595622', '#D9D59C', '#A69129', '#8C701B')",1888,landscape,Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/sunset-at-montmajour-1888.jpg
Interior of a Restaurant,"('#403E3B', '#595856', '#8C8B88', '#D9D8D7', '#BFBFBD')",1888,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/interior-of-a-restaurant.jpg!Large.jpg
Portrait of the Postman Joseph Roulin,"('#F2D544', '#59522E', '#F2C641', '#D9A036', '#BF3F34')",1888,portrait,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/portrait-of-the-postman-joseph-roulin.jpg!Large.jpg
Wheat Field with Rising Sun,"('#312F59', '#736832', '#F2CA50', '#F2B138', '#732E1F')",1889,landscape,Post-Impressionism,https://uploads5.wikiart.org/00289/images/vincent-van-gogh/wheat-field-with-rising-sun-1889.jpg
Laboureur dans un Champ,"('#405673', '#BFB63B', '#D9C873', '#BFA473', '#A63429')",1889,landscape,Impressionism,https://uploads8.wikiart.org/00246/images/vincent-van-gogh/2017-nyr-15004-0028a-000-vincent-van-gogh-laboureur-dans-un-champ.jpg!Large.jpg
Women Picking Olives,"('#4F7349', '#A68D44', '#595034', '#F2EDDC', '#BFB195')",1889,landscape,Post-Impressionism,https://uploads0.wikiart.org/00244/images/vincent-van-gogh/29hidden-1-superjumbo.jpg!Large.jpg
Self-portrait without beard,"('#565773', '#858C74', '#BF9B6F', '#A66C4B', '#733B36')",1889,self-portrait,Post-Impressionism,https://uploads6.wikiart.org/00221/images/vincent-van-gogh/vincent-willem-van-gogh-102-1.jpg!Large.jpg
A Bare Treetop in the Garden of the Asylum,"('#26241C', '#403E33', '#59574C', '#8C8A80', '#BFB8AE')",1889,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/a-bare-treetop-in-the-garden-of-the-asylum-1889(1).jpg!Large.jpg
"A Corner of the Asylum and the Garden with a Heavy, sawn-off Tree","('#BFAA6B', '#594A2E', '#8C764D', '#D9C196', '#F2DDB6')",1889,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/a-corner-of-the-asylum-and-the-garden-with-a-heavy-sawn-off-tree-1889(1).jpg!Large.jpg
A Field of Yellow Flowers,"('#D9BB25', '#BF9A2A', '#A67721', '#593202', '#401801')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/a-field-of-yellow-flowers-1889(1).jpg!Large.jpg
A Group of Pine Trees,"('#595540', '#736F5C', '#A6A08D', '#D9D2BF', '#F2E9D8')",1889,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/a-group-of-pine-trees-1889(1).jpg!Large.jpg
A Group of Pine Trees near a House,"('#595245', '#736B5C', '#A69E8F', '#D9D0C1', '#F2E8DC')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/a-group-of-pine-trees-near-a-house-1889(1).jpg!Large.jpg
A Meadow in the Mountains,"('#F2E52E', '#A69E33', '#F2D129', '#BF771F', '#591902')",1889,landscape,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/a-meadow-in-the-mountains-1889(1).jpg!Large.jpg
A Pine Tree and Cypresses in the Garden of the Asylum,"('#403E33', '#737065', '#A6A498', '#D9D7CC', '#BFBDBA')",1889,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/a-pine-tree-and-cypresses-in-the-garden-of-the-asylum-1889(1).jpg!Large.jpg
A Road in St. Remy with Female Figures,"('#5B92D9', '#73641D', '#F2C84B', '#D9A13B', '#D9751E')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/a-road-in-st-remy-with-female-figures-1889(1).jpg!Large.jpg
A Row of Bare Trees,"('#575954', '#8C8C88', '#F2F1DF', '#BFB6AE', '#F2E8DF')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/a-row-of-bare-trees-1889(1).jpg!Large.jpg
A Weather-Beaten Pine Tree,"('#F2F2F0', '#736B5C', '#A69D8D', '#F2EBDC', '#D9CDBF')",1889,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/a-weather-beaten-pine-tree-1889(1).jpg!Large.jpg
At the Foot of the Mountains,"('#84BFB9', '#A6953F', '#8C7632', '#F2E5BD', '#8C603A')",1889,landscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/at-the-foot-of-the-mountains-1889(1).jpg!Large.jpg
Avenue with Flowering Chestnut Trees at Arles,"('#3B4F8C', '#3C4973', '#F2DB66', '#D9B95B', '#8C713E')",1889,cityscape,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/avenue-with-flowering-chestnut-trees-at-arles-1889(1).jpg!Large.jpg
